Shooter,Goalie,Shooter_Year,Goalie_Year
Zach Hyman,Ukko-Pekka Luukkonen,2021,2021
Darnell Nurse,Ukko-Pekka Luukkonen,2021,2021
Mattias Ekholm,Ukko-Pekka Luukkonen,2021,2021
Zach Hyman,Ukko-Pekka Luukkonen,2021,2021
Ryan McLeod,Ukko-Pekka Luukkonen,2021,2021
Connor Brown,Ukko-Pekka Luukkonen,2021,2021
Alex Killorn,Arvid Soderblom,2021,2021
Brett Leason,Arvid Soderblom,2021,2021
Alex Killorn,Arvid Soderblom,2021,2021
Frank Vatrano,Arvid Soderblom,2021,2021
Nikita Zadorov,Samuel Montembeault,2021,2021
Nikita Zadorov,Samuel Montembeault,2021,2021
Conor Garland,Samuel Montembeault,2021,2021
Juraj Slafkovský,Casey DeSmith,2022,2021
Nils Aman,Samuel Montembeault,2022,2021
Jack Eichel,Philipp Grubauer,2021,2021
Jaden Schwartz,Logan Thompson,2021,2021
Keegan Kolesar,Philipp Grubauer,2021,2021
Nick Paul,Mackenzie Blackwood,2021,2021
William Eklund,Andrei Vasilevskiy,2021,2021
Brayden Point,Mackenzie Blackwood,2021,2021
Anthony Duclair,Mackenzie Blackwood,2021,2021
Brayden Point,Mackenzie Blackwood,2021,2021
Sebastian Aho,Darcy Kuemper,2021,2021
Sonny Milano,Pyotr Kochetkov,2021,2021
Jaccob Slavin,Darcy Kuemper,2021,2021
Alex Ovechkin,Pyotr Kochetkov,2021,2021
Sonny Milano,Pyotr Kochetkov,2021,2021
Sebastian Aho,Darcy Kuemper,2021,2021
Brady Skjei,Darcy Kuemper,2021,2021
John Carlson,Pyotr Kochetkov,2021,2021
Sonny Milano,Pyotr Kochetkov,2021,2021
Seth Jarvis,Charlie Lindgren,2021,2021
Connor McMichael,Pyotr Kochetkov,2021,2021
Sebastian Aho,Charlie Lindgren,2021,2021
Dylan Strome,Pyotr Kochetkov,2021,2021
Michael Bunting,Jake Oettinger,2021,2021
Joe Pavelski,Tristan Jarry,2021,2021
Jamie Benn,Tristan Jarry,2021,2021
Jamie Benn,Tristan Jarry,2021,2021
Sam Steel,Tristan Jarry,2021,2021
Rickard Rakell,Jake Oettinger,2021,2021
Damon Severson,Alexandar Georgiev,2021,2021
Cale Makar,Elvis Merzlikins,2021,2021
Ross Colton,Elvis Merzlikins,2021,2021
Mikko Rantanen,Elvis Merzlikins,2021,2021
Nathan MacKinnon,Elvis Merzlikins,2021,2021
Mikko Rantanen,Elvis Merzlikins,2021,2021
Valeri Nichushkin,Elvis Merzlikins,2021,2021
Ryker Evans,Karel Vejmelka,2023,2021
Clayton Keller,Joey Daccord,2021,2021
Dylan Guenther,Joey Daccord,2022,2021
Cal Clutterbuck,Connor Hellebuyck,2021,2021
Cal Clutterbuck,Connor Hellebuyck,2021,2021
Vladislav Namestnikov,Semyon Varlamov,2021,2021
Kyle Palmieri,Connor Hellebuyck,2021,2021
Hudson Fasching,Connor Hellebuyck,2021,2021
Mathew Barzal,Connor Hellebuyck,2021,2021
Anders Lee,Laurent Brossoit,2021,2021
Mason Appleton,Semyon Varlamov,2021,2021
Cole Perfetti,Semyon Varlamov,2021,2021
Travis Konecny,Linus Ullmark,2021,2021
Justin Brazeau,Samuel Ersson,2023,2022
Travis Konecny,Linus Ullmark,2021,2021
Danton Heinen,Samuel Ersson,2021,2022
Tyson Foerster,Linus Ullmark,2022,2021
Jake Neighbours,Marc-Andre Fleury,2021,2021
Marcus Johansson,Jordan Binnington,2021,2021
Marco Rossi,Jordan Binnington,2021,2021
Jordan Kyrou,Marc-Andre Fleury,2021,2021
Marco Rossi,Jordan Binnington,2021,2021
Jordan Kyrou,Marc-Andre Fleury,2021,2021
Jordan Kyrou,Marc-Andre Fleury,2021,2021
Brock Faber,Jordan Binnington,2022,2021
Brandon Saad,Marc-Andre Fleury,2021,2021
Filip Forsberg,Alex Lyon,2021,2021
Mathieu Joseph,Jake Allen,2021,2021
Jesper Bratt,Joonas Korpisalo,2021,2021
Tomas Nosek,Joonas Korpisalo,2021,2021
Ridly Greig,Jake Allen,2022,2021
Angus Crookshank,Jake Allen,2023,2021
Thomas Chabot,Jake Allen,2021,2021
Drake Batherson,Jake Allen,2021,2021
Bobby McMann,Stuart Skinner,2022,2021
William Nylander,Stuart Skinner,2021,2021
Pontus Holmberg,Stuart Skinner,2022,2021
Pontus Holmberg,Stuart Skinner,2022,2021
Bobby McMann,Stuart Skinner,2022,2021
Zach Hyman,Ilya Samsonov,2021,2021
Corey Perry,Ilya Samsonov,2021,2021
Leon Draisaitl,Ilya Samsonov,2021,2021
Matthew Tkachuk,Igor Shesterkin,2021,2021
Eetu Luostarinen,Igor Shesterkin,2021,2021
Adam Fox,Sergei Bobrovsky,2021,2021
Artemi Panarin,Sergei Bobrovsky,2021,2021
Carter Verhaeghe,Igor Shesterkin,2021,2021
Artemi Panarin,Sergei Bobrovsky,2021,2021
Mika Zibanejad,Sergei Bobrovsky,2021,2021
Sam Reinhart,Igor Shesterkin,2021,2021
Artemi Panarin,Sergei Bobrovsky,2021,2021
Nils Hoglander,Jacob Markstrom,2021,2021
Nils Hoglander,Jacob Markstrom,2021,2021
Rasmus Andersson,Casey DeSmith,2021,2021
J.T. Miller,Jacob Markstrom,2021,2021
Joel Hanley,Casey DeSmith,2021,2021
Adrian Kempe,Andrei Vasilevskiy,2021,2021
Brayden Point,Cam Talbot,2021,2021
Trevor Moore,Andrei Vasilevskiy,2021,2021
Mikey Anderson,Andrei Vasilevskiy,2021,2021
Steven Stamkos,Cam Talbot,2021,2021
Steven Stamkos,Cam Talbot,2021,2021
Vladislav Gavrikov,Andrei Vasilevskiy,2021,2021
Thomas Bordeleau,Petr Mrazek,2021,2021
Thomas Bordeleau,Petr Mrazek,2021,2021
Fabian Zetterlund,Petr Mrazek,2021,2021
Fabian Zetterlund,Petr Mrazek,2021,2021
Ryan Donato,Devin Cooley,2021,2023
Tyler Johnson,Devin Cooley,2021,2023
Seth Jones,Devin Cooley,2021,2023
Philipp Kurashev,Devin Cooley,2021,2023
Seth Jones,Devin Cooley,2021,2023
Erik Gudbranson,Adin Hill,2021,2021
Ivan Barbashev,Daniil Tarasov,2021,2021
Jack Eichel,Daniil Tarasov,2021,2021
Pavel Dorofeyev,Daniil Tarasov,2021,2021
Jack Eichel,Daniil Tarasov,2021,2021
Carson Meyer,Logan Thompson,2021,2021
John Carlson,Connor Hellebuyck,2021,2021
Alex Ovechkin,Connor Hellebuyck,2021,2021
Alex Ovechkin,Connor Hellebuyck,2021,2021
Jesse Puljujarvi,Alexandar Georgiev,2021,2021
Bryan Rust,Alexandar Georgiev,2021,2021
Sidney Crosby,Alexandar Georgiev,2021,2021
Pierre-Olivier Joseph,Alexandar Georgiev,2021,2021
Sean Walker,Alex Nedeljkovic,2021,2021
Yakov Trenin,Alex Nedeljkovic,2021,2021
Jonathan Drouin,Alex Nedeljkovic,2021,2021
Nathan MacKinnon,Tristan Jarry,2021,2021
Jonathan Drouin,Alex Nedeljkovic,2021,2021
Timo Meier,Ilya Sorokin,2021,2021
Jack Hughes,Ilya Sorokin,2021,2021
Alexander Holtz,Ilya Sorokin,2021,2021
Brady Skjei,Joseph Woll,2021,2021
Sebastian Aho,Joseph Woll,2021,2021
Nicholas Robertson,Frederik Andersen,2021,2021
Adam Henrique,Joonas Korpisalo,2021,2021
Jakob Chychrun,Calvin Pickard,2021,2021
Leon Draisaitl,Joonas Korpisalo,2021,2021
Zach Hyman,Joonas Korpisalo,2021,2021
Tim Stützle,Calvin Pickard,2021,2021
Drake Batherson,Calvin Pickard,2021,2021
Jakob Chychrun,Calvin Pickard,2021,2021
Sam Reinhart,Felix Sandstrom,2021,2021
Vladimir Tarasenko,Felix Sandstrom,2021,2021
Carter Verhaeghe,Felix Sandstrom,2021,2021
Bobby Brink,Anthony Stolarz,2021,2021
Jamie Benn,Connor Ingram,2021,2021
Clayton Keller,Jake Oettinger,2021,2021
Tyler Seguin,Connor Ingram,2021,2021
Nick Bjugstad,Jake Oettinger,2021,2021
Miro Heiskanen,Connor Ingram,2021,2021
Ross Johnston,Jonas Johansson,2021,2021
Anthony Duclair,Lukas Dostal,2021,2021
Luke Glendening,Lukas Dostal,2021,2021
Pavel Mintyukov,Jonas Johansson,2023,2021
Anthony Cirelli,Lukas Dostal,2021,2021
Peyton Krebs,Dustin Wolf,2021,2021
Jonathan Huberdeau,Ukko-Pekka Luukkonen,2021,2021
JJ Peterka,Dustin Wolf,2021,2021
Kaiden Guhle,Philipp Grubauer,2022,2021
Alex Newhook,Philipp Grubauer,2021,2021
Nick Suzuki,Philipp Grubauer,2021,2021
Alex Newhook,Philipp Grubauer,2021,2021
Jordan Eberle,Cayden Primeau,2021,2021
Mike Matheson,Joey Daccord,2021,2021
Pavel Dorofeyev,Jordan Binnington,2021,2021
Brandon Saad,Logan Thompson,2021,2021
Jonathan Marchessault,Jordan Binnington,2021,2021
Kevin Fiala,Casey DeSmith,2021,2021
Sam Lafferty,Cam Talbot,2021,2021
Blake Lizotte,Casey DeSmith,2021,2021
Anze Kopitar,Casey DeSmith,2021,2021
Brock Boeser,Cam Talbot,2021,2021
Evan Rodrigues,Jeremy Swayman,2021,2021
Charlie McAvoy,Sergei Bobrovsky,2021,2021
Sam Reinhart,Jeremy Swayman,2021,2021
David Pastrnak,Sergei Bobrovsky,2021,2021
Carter Verhaeghe,Jeremy Swayman,2021,2021
Trent Frederic,Sergei Bobrovsky,2021,2021
Pavel Zacha,Sergei Bobrovsky,2021,2021
Scott Laughton,Igor Shesterkin,2021,2021
Ryan Poehling,Igor Shesterkin,2021,2021
Mika Zibanejad,Samuel Ersson,2021,2022
Jonny Brodzinski,Samuel Ersson,2021,2022
Alexis Lafrenière,Samuel Ersson,2021,2022
Travis Konecny,Igor Shesterkin,2021,2021
Vincent Trocheck,Samuel Ersson,2021,2022
Owen Tippett,Igor Shesterkin,2021,2021
Alexis Lafrenière,Samuel Ersson,2021,2022
Tyson Foerster,Igor Shesterkin,2022,2021
Adam Fox,Samuel Ersson,2021,2022
Jesse Puljujarvi,Pyotr Kochetkov,2021,2021
Dmitry Orlov,Alex Nedeljkovic,2021,2021
Bryan Rust,Pyotr Kochetkov,2021,2021
Tyler Bertuzzi,Jake Allen,2021,2021
Luke Hughes,Joseph Woll,2022,2021
Nico Hischier,Joseph Woll,2021,2021
William Nylander,Jake Allen,2021,2021
Auston Matthews,Jake Allen,2021,2021
Timo Meier,Joseph Woll,2021,2021
Max Willman,Joseph Woll,2021,2021
Jack Hughes,Joseph Woll,2021,2021
Nic Dowd,Alex Lyon,2021,2021
Alex DeBrincat,Charlie Lindgren,2021,2021
David Perron,Charlie Lindgren,2021,2021
Connor McMichael,Alex Lyon,2021,2021
Dylan Strome,Alex Lyon,2021,2021
Patrick Kane,Charlie Lindgren,2021,2021
Dylan Strome,Alex Lyon,2021,2021
Ivan Barbashev,Juuse Saros,2021,2021
Brett Howden,Juuse Saros,2021,2021
Shea Theodore,Juuse Saros,2021,2021
Mark Jankowski,Jiri Patera,2021,2021
William Karlsson,Juuse Saros,2021,2021
Ryan O'Reilly,Jiri Patera,2021,2021
Filip Forsberg,Jiri Patera,2021,2021
Gustav Nyquist,Jiri Patera,2021,2021
Roman Josi,Jiri Patera,2021,2021
Mason Appleton,Stuart Skinner,2021,2021
Leon Draisaitl,Connor Hellebuyck,2021,2021
Connor Brown,Connor Hellebuyck,2021,2021
Ryan Nugent-Hopkins,Connor Hellebuyck,2021,2021
Brenden Dillon,Stuart Skinner,2021,2021
Sean Monahan,Stuart Skinner,2021,2021
Zach Hyman,Connor Hellebuyck,2021,2021
Seth Jones,Jacob Markstrom,2021,2021
Jason Dickinson,Jacob Markstrom,2021,2021
Jason Dickinson,Jacob Markstrom,2021,2021
MacKenzie Weegar,Petr Mrazek,2021,2021
Nathan MacKinnon,Samuel Montembeault,2021,2021
Nick Suzuki,Justus Annunen,2021,2021
Joel Armia,Justus Annunen,2021,2021
Boone Jenner,Karel Vejmelka,2021,2021
Matias Maccelli,Elvis Merzlikins,2021,2021
Josh Doan,Elvis Merzlikins,2023,2021
Zach Werenski,Karel Vejmelka,2021,2021
Josh Doan,Elvis Merzlikins,2023,2021
Nick Bjugstad,Elvis Merzlikins,2021,2021
Nick Schmaltz,Elvis Merzlikins,2021,2021
Dylan Guenther,Elvis Merzlikins,2022,2021
Eeli Tolvanen,John Gibson,2021,2021
Jordan Eberle,John Gibson,2021,2021
Oliver Bjorkstrand,John Gibson,2021,2021
Matty Beniers,John Gibson,2021,2021
Wyatt Johnston,Mackenzie Blackwood,2022,2021
Mason Marchment,Mackenzie Blackwood,2021,2021
Jason Robertson,Mackenzie Blackwood,2021,2021
Alexander Barabanov,Scott Wedgewood,2021,2021
William Eklund,Scott Wedgewood,2021,2021
Jamie Benn,Mackenzie Blackwood,2021,2021
Klim Kostin,Scott Wedgewood,2021,2021
Wyatt Johnston,Mackenzie Blackwood,2022,2021
Jason Robertson,Mackenzie Blackwood,2021,2021
Artem Zub,Ukko-Pekka Luukkonen,2021,2021
Boris Katchouk,Ukko-Pekka Luukkonen,2021,2021
Drake Batherson,Ukko-Pekka Luukkonen,2021,2021
Jakob Chychrun,Ukko-Pekka Luukkonen,2021,2021
Brady Tkachuk,Devon Levi,2021,2022
JJ Peterka,Joonas Korpisalo,2021,2021
Connor Clifton,Joonas Korpisalo,2021,2021
Mitchell Chaffee,Linus Ullmark,2021,2021
Danton Heinen,Andrei Vasilevskiy,2021,2021
Brayden Point,Linus Ullmark,2021,2021
Sebastian Aho,James Reimer,2021,2021
Seth Jarvis,James Reimer,2021,2021
Martin Necas,James Reimer,2021,2021
Brady Skjei,James Reimer,2021,2021
Vladimir Tarasenko,Semyon Varlamov,2021,2021
Ryan Pulock,Anthony Stolarz,2021,2021
Aleksander Barkov,Semyon Varlamov,2021,2021
Mathew Barzal,Anthony Stolarz,2021,2021
Jean-Gabriel Pageau,Anthony Stolarz,2021,2021
Nick Suzuki,Samuel Ersson,2021,2022
Jesse Ylonen,Samuel Ersson,2021,2022
Owen Tippett,Cayden Primeau,2021,2021
Claude Giroux,Petr Mrazek,2021,2021
Parker Kelly,Petr Mrazek,2021,2021
Mathieu Olivier,Alex Nedeljkovic,2021,2021
Evgeni Malkin,Daniil Tarasov,2021,2021
Cole Sillinger,Alex Nedeljkovic,2021,2021
Evgeni Malkin,Daniil Tarasov,2021,2021
Drew O'Connor,Daniil Tarasov,2021,2021
Mark Giordano,Charlie Lindgren,2021,2021
Tyler Bertuzzi,Charlie Lindgren,2021,2021
Nic Dowd,Joseph Woll,2021,2021
Connor Dewar,Charlie Lindgren,2021,2021
Bobby McMann,Charlie Lindgren,2022,2021
Tyler Bertuzzi,Charlie Lindgren,2021,2021
Joel Eriksson Ek,Mackenzie Blackwood,2021,2021
Mikael Granlund,Filip Gustavsson,2021,2021
Matt Boldy,Mackenzie Blackwood,2021,2021
Zachary Bolduc,Dustin Wolf,2023,2021
Andrei Kuzmenko,Jordan Binnington,2022,2021
Jonathan Huberdeau,Jordan Binnington,2021,2021
Jake Neighbours,Dustin Wolf,2021,2021
Pavel Buchnevich,Dustin Wolf,2021,2021
Andrei Kuzmenko,Jordan Binnington,2022,2021
Brandon Saad,Dustin Wolf,2021,2021
Pavel Dorofeyev,Connor Hellebuyck,2021,2021
Sean Monahan,Logan Thompson,2021,2021
Ivan Barbashev,Connor Hellebuyck,2021,2021
Casey Mittelstadt,Igor Shesterkin,2021,2021
Kaapo Kakko,Alexandar Georgiev,2021,2021
Chris Kreider,Alexandar Georgiev,2021,2021
Devon Toews,Igor Shesterkin,2021,2021
Artemi Panarin,Alexandar Georgiev,2021,2021
Vincent Trocheck,Alexandar Georgiev,2021,2021
Connor McDavid,Cam Talbot,2021,2021
Adam Henrique,Cam Talbot,2021,2021
Evan Bouchard,Cam Talbot,2021,2021
Arthur Kaliyev,Stuart Skinner,2021,2021
Jason Zucker,Connor Ingram,2021,2021
Jason Zucker,Connor Ingram,2021,2021
Jack McBain,Juuse Saros,2021,2021
Logan Cooley,Juuse Saros,2023,2021
Clayton Keller,Juuse Saros,2021,2021
Logan Cooley,Juuse Saros,2023,2021
Gustav Nyquist,Connor Ingram,2021,2021
Nick Bjugstad,Juuse Saros,2021,2021
Nick Schmaltz,Juuse Saros,2021,2021
Filip Forsberg,Connor Ingram,2021,2021
Jaden Schwartz,Lukas Dostal,2021,2021
Isac Lundeström,Philipp Grubauer,2021,2021
Jakob Silfverberg,Philipp Grubauer,2021,2021
Andre Burakovsky,Lukas Dostal,2021,2021
Tye Kartye,Lukas Dostal,2023,2021
Matty Beniers,Lukas Dostal,2021,2021
Roope Hintz,Casey DeSmith,2021,2021
J.T. Miller,Jake Oettinger,2021,2021
Jamie Benn,Casey DeSmith,2021,2021
Max Willman,Devon Levi,2021,2022
Jesper Bratt,Devon Levi,2021,2022
Tage Thompson,Jake Allen,2021,2021
Tage Thompson,Jake Allen,2021,2021
Tage Thompson,Jake Allen,2021,2021
Robby Fabbri,Sergei Bobrovsky,2021,2021
Aleksander Barkov,Alex Lyon,2021,2021
Aleksander Barkov,Alex Lyon,2021,2021
Dylan Larkin,Sergei Bobrovsky,2021,2021
Sam Reinhart,Alex Lyon,2021,2021
Kirill Kaprizov,Logan Thompson,2021,2021
Michael Amadio,Filip Gustavsson,2021,2021
Adam Henrique,John Gibson,2021,2021
Connor McDavid,John Gibson,2021,2021
Mattias Ekholm,John Gibson,2021,2021
Connor McDavid,John Gibson,2021,2021
Warren Foegele,John Gibson,2021,2021
Zach Hyman,John Gibson,2021,2021
Alex Killorn,Calvin Pickard,2021,2021
Alexis Lafrenière,Karel Vejmelka,2021,2021
Ryan Lindgren,Karel Vejmelka,2021,2021
Matias Maccelli,Jonathan Quick,2021,2021
Alexis Lafrenière,Karel Vejmelka,2021,2021
Clayton Keller,Jonathan Quick,2021,2021
Nick Bjugstad,Jonathan Quick,2021,2021
Chris Kreider,Karel Vejmelka,2021,2021
Zac Jones,Karel Vejmelka,2021,2021
Barclay Goodrow,Karel Vejmelka,2021,2021
Lawson Crouse,Jonathan Quick,2021,2021
Logan Cooley,Jonathan Quick,2023,2021
Cole Smith,Alexandar Georgiev,2021,2021
Jonathan Drouin,Kevin Lankinen,2021,2021
Mark Jankowski,Alexandar Georgiev,2021,2021
Dante Fabbro,Alexandar Georgiev,2021,2021
Casey Mittelstadt,Kevin Lankinen,2021,2021
Gustav Nyquist,Alexandar Georgiev,2021,2021
Artturi Lehkonen,Kevin Lankinen,2021,2021
Cale Makar,Kevin Lankinen,2021,2021
Yakov Trenin,Kevin Lankinen,2021,2021
Nathan MacKinnon,Kevin Lankinen,2021,2021
John Tavares,Ukko-Pekka Luukkonen,2021,2021
Nicholas Robertson,Ukko-Pekka Luukkonen,2021,2021
Auston Matthews,Ukko-Pekka Luukkonen,2021,2021
Mathieu Olivier,Alex Nedeljkovic,2021,2021
Drew O'Connor,Elvis Merzlikins,2021,2021
Bryan Rust,Elvis Merzlikins,2021,2021
Rickard Rakell,Elvis Merzlikins,2021,2021
Kirill Marchenko,Alex Nedeljkovic,2022,2021
Zach Werenski,Alex Nedeljkovic,2021,2021
Alexandre Texier,Alex Nedeljkovic,2021,2021
Sidney Crosby,Elvis Merzlikins,2021,2021
Damon Severson,Alex Nedeljkovic,2021,2021
Jordan Staal,Samuel Montembeault,2021,2021
Sebastian Aho,Samuel Montembeault,2021,2021
Lukas Reichel,Samuel Ersson,2021,2022
Philipp Kurashev,Samuel Ersson,2021,2022
Tyson Foerster,Arvid Soderblom,2022,2021
Nick Foligno,Samuel Ersson,2021,2022
Joey Anderson,Samuel Ersson,2021,2022
MacKenzie Entwistle,Samuel Ersson,2021,2022
Kyle Palmieri,Andrei Vasilevskiy,2021,2021
Darren Raddysh,Semyon Varlamov,2021,2021
Anthony Cirelli,Semyon Varlamov,2021,2021
Steven Stamkos,Semyon Varlamov,2021,2021
Nikolaj Ehlers,Joonas Korpisalo,2021,2021
Boris Katchouk,Connor Hellebuyck,2021,2021
Ridly Greig,Connor Hellebuyck,2022,2021
Mark Scheifele,Joonas Korpisalo,2021,2021
Brady Tkachuk,Connor Hellebuyck,2021,2021
Hampus Lindholm,Charlie Lindgren,2021,2021
Michael Sgarbossa,Jeremy Swayman,2021,2021
John Beecher,Charlie Lindgren,2023,2021
John Carlson,Jeremy Swayman,2021,2021
Jake DeBrusk,Charlie Lindgren,2021,2021
Dylan Strome,Jeremy Swayman,2021,2021
David Pastrnak,Charlie Lindgren,2021,2021
Sonny Milano,Jeremy Swayman,2021,2021
Kevin Shattenkirk,Charlie Lindgren,2021,2021
Filip Zadina,Joel Hofer,2021,2021
Mikael Granlund,Joel Hofer,2021,2021
Luke Kunin,Joel Hofer,2021,2021
Nazem Kadri,David Rittich,2021,2021
Adrian Kempe,Jacob Markstrom,2021,2021
Martin Pospisil,David Rittich,2023,2021
Blake Coleman,David Rittich,2021,2021
Anze Kopitar,Jacob Markstrom,2021,2021
MacKenzie Weegar,David Rittich,2021,2021
Wyatt Johnston,Joey Daccord,2022,2021
Joe Pavelski,Joey Daccord,2021,2021
Brock Boeser,Lukas Dostal,2021,2021
Dakota Joshua,Lukas Dostal,2021,2021
Olen Zellweger,Arturs Silovs,2023,2021
Mason McTavish,Arturs Silovs,2021,2021
Dakota Joshua,Lukas Dostal,2021,2021
Kirill Marchenko,Justus Annunen,2022,2021
Alex Nylander,Justus Annunen,2022,2021
Alex Nylander,Justus Annunen,2022,2021
Chris Wagner,Daniil Tarasov,2021,2021
Bryan Rust,Igor Shesterkin,2021,2021
Sidney Crosby,Igor Shesterkin,2021,2021
Emil Bemstrom,Igor Shesterkin,2021,2021
Kaapo Kakko,Alex Nedeljkovic,2021,2021
Jack Roslovic,Alex Nedeljkovic,2021,2021
Noah Cates,Semyon Varlamov,2021,2021
Matt Martin,Samuel Ersson,2021,2022
Bo Horvat,Samuel Ersson,2021,2022
Travis Sanheim,Semyon Varlamov,2021,2021
Anders Lee,Ivan Fedotov,2021,2023
Morgan Frost,Semyon Varlamov,2021,2021
Brock Nelson,Ivan Fedotov,2021,2023
Patrick Kane,Andrei Vasilevskiy,2021,2021
Anthony Cirelli,Alex Lyon,2021,2021
Robby Fabbri,Andrei Vasilevskiy,2021,2021
Steven Stamkos,Alex Lyon,2021,2021
David Perron,Andrei Vasilevskiy,2021,2021
Nicholas Robertson,Sergei Bobrovsky,2021,2021
Auston Matthews,Sergei Bobrovsky,2021,2021
Brandon Montour,Ilya Samsonov,2021,2021
Tyler Bertuzzi,Sergei Bobrovsky,2021,2021
David Kampf,Sergei Bobrovsky,2021,2021
Matthew Knies,Sergei Bobrovsky,2022,2021
Vladimir Tarasenko,Ilya Samsonov,2021,2021
Sam Reinhart,Ilya Samsonov,2021,2021
Sam Bennett,Ilya Samsonov,2021,2021
Mattias Ekholm,Jordan Binnington,2021,2021
Brayden Schenn,Stuart Skinner,2021,2021
Brayden Schenn,Stuart Skinner,2021,2021
Leon Draisaitl,Jordan Binnington,2021,2021
Brandon Saad,Stuart Skinner,2021,2021
Cole Perfetti,Cam Talbot,2021,2021
Viktor Arvidsson,Laurent Brossoit,2021,2021
Kevin Fiala,Laurent Brossoit,2021,2021
Sean Monahan,Cam Talbot,2021,2021
Anze Kopitar,Laurent Brossoit,2021,2021
Josh Morrissey,Cam Talbot,2021,2021
Cole Perfetti,Cam Talbot,2021,2021
Matty Beniers,Mackenzie Blackwood,2021,2021
Oliver Bjorkstrand,Mackenzie Blackwood,2021,2021
Fabian Zetterlund,Philipp Grubauer,2021,2021
Shane Wright,Mackenzie Blackwood,2022,2021
Klim Kostin,Philipp Grubauer,2021,2021
Martin Fehérváry,Ukko-Pekka Luukkonen,2021,2021
Zemgus Girgensons,Charlie Lindgren,2021,2021
JJ Peterka,Charlie Lindgren,2021,2021
JJ Peterka,Charlie Lindgren,2021,2021
Dylan Strome,Ukko-Pekka Luukkonen,2021,2021
Rasmus Dahlin,Charlie Lindgren,2021,2021
Tage Thompson,Charlie Lindgren,2021,2021
Alex Tuch,Charlie Lindgren,2021,2021
Anton Lundell,Samuel Montembeault,2021,2021
Joel Armia,Anthony Stolarz,2021,2021
Aleksander Barkov,Samuel Montembeault,2021,2021
Nick Suzuki,Anthony Stolarz,2021,2021
Nick Suzuki,Anthony Stolarz,2021,2021
Cole Caufield,Anthony Stolarz,2021,2021
Jake Evans,Anthony Stolarz,2021,2021
Sam Bennett,Samuel Montembeault,2021,2021
Erik Karlsson,Jake Allen,2021,2021
Timo Meier,Alex Nedeljkovic,2021,2021
Curtis Lazar,Alex Nedeljkovic,2021,2021
Jesper Bratt,Alex Nedeljkovic,2021,2021
Sidney Crosby,Jake Allen,2021,2021
Evgeni Malkin,Jake Allen,2021,2021
Rickard Rakell,Jake Allen,2021,2021
Evgeni Malkin,Jake Allen,2021,2021
Jason Dickinson,Ilya Sorokin,2021,2021
Bo Horvat,Petr Mrazek,2021,2021
Simon Holmstrom,Petr Mrazek,2022,2021
Mason Shaw,Joonas Korpisalo,2021,2021
Matt Boldy,Joonas Korpisalo,2021,2021
Drake Batherson,Marc-Andre Fleury,2021,2021
Jakob Chychrun,Marc-Andre Fleury,2021,2021
Vinni Lettieri,Joonas Korpisalo,2021,2021
Charlie Coyle,Juuse Saros,2021,2021
Pavel Zacha,Juuse Saros,2021,2021
Mason McTavish,Jacob Markstrom,2021,2021
Yegor Sharangovich,Lukas Dostal,2021,2021
Andrei Kuzmenko,Lukas Dostal,2022,2021
Troy Terry,Jacob Markstrom,2021,2021
Cam Fowler,Jacob Markstrom,2021,2021
Alex Killorn,Jacob Markstrom,2021,2021
Andrei Kuzmenko,Lukas Dostal,2022,2021
Alex Killorn,Jacob Markstrom,2021,2021
Anthony Mantha,Casey DeSmith,2021,2021
Jonathan Marchessault,Casey DeSmith,2021,2021
Nils Hoglander,Logan Thompson,2021,2021
Jack Eichel,Casey DeSmith,2021,2021
Noah Hanifin,Casey DeSmith,2021,2021
William Karlsson,Casey DeSmith,2021,2021
Quinn Hughes,Logan Thompson,2021,2021
Quinn Hughes,Logan Thompson,2021,2021
Brett Howden,Casey DeSmith,2021,2021
Victor Hedman,Joseph Woll,2021,2021
Auston Matthews,Andrei Vasilevskiy,2021,2021
Brayden Point,Joseph Woll,2021,2021
Steven Stamkos,Joseph Woll,2021,2021
Nick Paul,Joseph Woll,2021,2021
Artemi Panarin,Kaapo Kahkonen,2021,2021
Alexis Lafrenière,Kaapo Kahkonen,2021,2021
Ondrej Palat,Igor Shesterkin,2021,2021
Brendan Smith,Igor Shesterkin,2021,2021
Nico Hischier,Igor Shesterkin,2021,2021
Kaapo Kakko,Kaapo Kahkonen,2021,2021
Chris Kreider,Kaapo Kahkonen,2021,2021
Radek Faksa,Calvin Pickard,2021,2021
Tyler Seguin,Calvin Pickard,2021,2021
Wyatt Johnston,Calvin Pickard,2022,2021
Jamie Benn,Calvin Pickard,2021,2021
Sam Steel,Calvin Pickard,2021,2021
Quinn Hughes,Connor Ingram,2021,2021
Dylan Guenther,Arturs Silovs,2022,2021
Conor Garland,Connor Ingram,2021,2021
Adrian Kempe,Philipp Grubauer,2021,2021
Trevor Moore,Philipp Grubauer,2021,2021
Trevor Moore,Philipp Grubauer,2021,2021
Andre Burakovsky,Cam Talbot,2021,2021
Kevin Fiala,Philipp Grubauer,2021,2021
Brian Dumoulin,Cam Talbot,2021,2021
Trevor Moore,Philipp Grubauer,2021,2021
Brad Marchand,Frederik Andersen,2021,2021
David Pastrnak,Frederik Andersen,2021,2021
Danton Heinen,Frederik Andersen,2021,2021
Jake Guentzel,Jeremy Swayman,2021,2021
Pierre Engvall,Daniil Tarasov,2021,2021
Dmitri Voronkov,Ilya Sorokin,2023,2021
